"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"1027","Kec. Tambaksari ","Surabaya","Jawa Timur",0.02,0,0.04,0,0.06
"1028","Kec. Kenjeran ","Surabaya","Jawa Timur",0,0,0.1,0,0.17
"1029","Kec. Simokerto ","Surabaya","Jawa Timur",0,0,0.14,0.25,0.12
"1030","Kec. Pabean Cantian ","Surabaya","Jawa Timur",0,0,0.1,0,0.17
"1031","Kec. Krembangan ","Surabaya","Jawa Timur",0,0.07,0.18,0,0.19
"1032","Kec. Bulak ","Surabaya","Jawa Timur",0.92,0.75,0.67,0.5,0.5
"1033","Kec. Pakal ","Surabaya","Jawa Timur",0,0,0.23,0,0.5
"1034","Kec. Driyorejo ","Gresik","Jawa Tengah",0.49,0.55,0.29,0.33,0.25
"1035","Kec. Kedamean ","Gresik","Jawa Tengah",0,0,0.2,0,0.5
"1036","Kec. Menganti ","Gresik","Jawa Tengah",0.27,0.55,0.29,0.5,0.33
"1037","Kec. Cerme ","Gresik","Jawa Tengah",0.1,0.17,0.17,0.25,0.17
"1038","Kec. Benjeng ","Gresik","Jawa Tengah",0,0,0.17,0,0.25
"1039","Kec. Balong Panggang ","Gresik","Jawa Tengah",0.33,0.25,0.14,0.33,0.5
"1040","Kec. Kebomas ","Gresik","Jawa Tengah",0.42,0.5,0.4,0.33,0.5
"1041","Kec. Gresik ","Gresik","Jawa Tengah",0.15,0.18,0.18,0.17,0.25
"1042","Kec. Manyar ","Gresik","Jawa Tengah",0.12,0.17,0.29,0,0.5
"1043","Kec. Bungah ","Gresik","Jawa Tengah",0.28,0.5,0.5,0.67,0.75
"1044","Kec. Sidayu ","Gresik","Jawa Tengah",0.21,0.33,0.33,0.33,0.33
"1045","Kec. Dukun ","Gresik","Jawa Tengah",0.06,0,0.2,0,0.5
"1046","Kec. Ujung Pangkah ","Gresik","Jawa Tengah",0.73,0.88,0.8,0.67,0.5
"1047","Kec. Sangkapura ","Gresik","Jawa Tengah",0.78,1,1,0.67,0.75
"1048","Kec. Bluluk ","Lamongan","Jawa Tengah",0.35,0,0,0.5,0
"1049","Kec. Ngimbang ","Lamongan","Jawa Tengah",0,0,0.4,0,0.33
"1050","Kec. Kembang Bahu ","Lamongan","Jawa Tengah",0.65,0,0.5,1,0.5
"1051","Kec. Sugio ","Lamongan","Jawa Tengah",0.38,1,1,0.33,1
"1052","Kec. Modo ","Lamongan","Jawa Tengah",0,0,0.33,0,0.5
"1053","Kec. Babat ","Lamongan","Jawa Tengah",0,0,0.19,0,0.3
"1054","Kec. Pucuk ","Lamongan","Jawa Tengah",0.22,0.33,0.5,0.33,1
"1055","Kec. Sukodadi ","Lamongan","Jawa Tengah",0.71,1,1,0.5,0.75
"1056","Kec. Lamongan ","Lamongan","Jawa Tengah",0.25,0.12,0.12,0.17,0.17
"1057","Kec. Glagah ","Lamongan","Jawa Tengah",0,0,0.25,0,0.5
"1058","Kec. Sekaran ","Lamongan","Jawa Tengah",0.25,0.5,0.29,0.33,0.33
"1059","Kec. Maduran ","Lamongan","Jawa Tengah",0,0,0.29,0,0.5
"1060","Kec. Laren ","Lamongan","Jawa Tengah",0,0,0.25,0,0.5
"1061","Kec. Solokuro ","Lamongan","Jawa Tengah",0.5,0.5,0.67,0.33,0.25
"1062","Kec. Paciran ","Lamongan","Jawa Tengah",0.01,0.17,0.5,0.4,0.5
"1063","Kec. Brondong ","Lamongan","Jawa Tengah",0,0,0.75,0,0.38
"1064","Kec. Sarirejo ","Lamongan","Jawa Tengah",0,0,0.5,0,0.5
"1065","Kec. Wonotirto ","Blitar","Jawa Tengah",0,0,1,0,0.5
"1066","Kec. Kademangan ","Blitar","Jawa Tengah",0.82,1,1,0.5,1
"1067","Kec. Talun ","Blitar","Jawa Tengah",0.86,0.5,0.4,0.5,0.5
"1068","Kec. Kesamben ","Blitar","Jawa Tengah",0.07,0.45,0.4,0.17,0.4
"1069","Kec. Garum ","Blitar","Jawa Tengah",0.14,0.14,0.25,0.33,0.33
"1070","Kec. Sanankulon ","Blitar","Jawa Tengah",0,0,0.17,0,0.25
"1071","Kec. Ponggok ","Blitar","Jawa Tengah",0,0,0.4,0,0.5
"1072","Kec. Srengat ","Blitar","Jawa Tengah",0.06,0,0,0,0
"1073","Kec. Bandung ","Tulungagung","Jawa Timur",0.71,0,0.5,0,0.5
"1074","Kec. Campur Darat ","Tulungagung","Jawa Timur",0,0,0.2,0,0.5
"1075","Kec. Kalidawir ","Tulungagung","Jawa Timur",0,0.17,0.17,0,0.17
"1076","Kec. Rejotangan ","Tulungagung","Jawa Timur",0.12,0.33,0.5,0.5,0.25
"1077","Kec. Ngunut ","Tulungagung","Jawa Timur",0.02,0,0.2,0,0.17
"1078","Kec. Tulungagung ","Tulungagung","Jawa Timur",0.05,0,0.14,0,0.17
"1079","Kec. Kedungwaru ","Tulungagung","Jawa Timur",0.09,0,0.14,0.25,0.25
"1080","Kec. Karangrejo ","Tulungagung","Jawa Timur",0.03,0,0.25,0,0.25
"1081","Kec. Kauman ","Tulungagung","Jawa Timur",0,0.5,0,0,0
"1082","Kec. Tlanakan ","Pamekasan","Jawa Timur",0.17,0,0.31,0.2,0.67
"1083","Kec. Pademawu ","Pamekasan","Jawa Timur",0.51,0.33,0.33,0.2,0.38
"1084","Kec. Galis ","Pamekasan","Jawa Timur",0,0,0.25,0,0.5
"1085","Kec. Larangan ","Pamekasan","Jawa Timur",0.16,0.25,0.5,0.2,0.75
"1086","Kec. Pamekasan ","Pamekasan","Jawa Timur",0.14,0.05,0.09,0.2,0.1
"1087","Kec. Proppo ","Pamekasan","Jawa Timur",0,0,0.33,0,0.5
"1088","Kec. Palengaan ","Pamekasan","Jawa Timur",0.52,0.69,0.67,0.6,0.67
"1089","Kec. Pegantenan ","Pamekasan","Jawa Timur",0.17,0,0.25,0.33,0.5
"1090","Kec. Kadur ","Pamekasan","Jawa Timur",0.77,1,1,0.71,0.75
"1091","Kec. Pakong ","Pamekasan","Jawa Timur",0.04,0,0.17,0,0.12
"1092","Kec. Waru ","Pamekasan","Jawa Timur",0.16,0,0.25,0,0.5
"1093","Kec. Batu Marmar ","Pamekasan","Jawa Timur",0.39,0.25,0,0.25,0
"1094","Kec. Pasean ","Pamekasan","Jawa Timur",0.09,0,0,0,0
"1095","Kec. Torjun ","Sampang","Jawa Timur",0.4,0.6,0,0.33,0
"1096","Kec. Sampang ","Sampang","Jawa Timur",0.2,0.15,0.21,0.11,0.3
"1097","Kec. Camplong ","Sampang","Jawa Timur",0.09,0,0,0,0
"1098","Kec. Kedungdung ","Sampang","Jawa Timur",0.38,0.5,0.4,0.25,0.33
"1099","Kec. Tambelangan ","Sampang","Jawa Timur",0.39,0,0.14,0.43,0.5
"1100","Kec. Banyuates ","Sampang","Jawa Timur",0,0,0.33,0,0.25
"1101","Kec. Robatal ","Sampang","Jawa Timur",0.19,0,1,0,0.17
"1102","Kec. Ketapang ","Sampang","Jawa Timur",0.18,0,0.29,0,0.33
"1103","Kec. Sokobanah ","Sampang","Jawa Timur",0,0.14,0.25,0,0.33
"1104","Kec. Karangpenang ","Sampang","Jawa Timur",0.16,0,0.4,0.2,0.5
"1105","Kec. Pangarengan ","Sampang","Jawa Timur",0.43,0,0,0.33,0
"1106","Kec. Prambon ","Sidoarjo","Jawa Timur",0,0.67,0,0,0
"1107","Kec. Porong ","Sidoarjo","Jawa Timur",0,0,0.14,0,0.1
"1108","Kec. Jabon ","Sidoarjo","Jawa Timur",0,1,1,0,0.5
"1109","Kec. Tanggulangin ","Sidoarjo","Jawa Timur",0,0.67,0.5,0,0.25
"1110","Kec. Tulangan ","Sidoarjo","Jawa Timur",0.59,0.5,0.67,0.5,0.5
"1111","Kec. Sukodono ","Sidoarjo","Jawa Timur",0.75,1,1,1,0.5
"1112","Kec. Sidoarjo ","Sidoarjo","Jawa Timur",0.11,0.16,0.12,0.06,0.16
"1113","Kec. Sedati ","Sidoarjo","Jawa Timur",0,0,0.12,0,0.17
"1114","Kec. Waru ","Sidoarjo","Jawa Timur",0,0,0.08,0,0.12
"1115","Kec. Gedangan ","Sidoarjo","Jawa Timur",0.07,0,0.14,0,0.25
"1116","Kec. Taman ","Sidoarjo","Jawa Timur",0.22,0.17,0.17,0.14,0.25
"1117","Kec. Krian ","Sidoarjo","Jawa Timur",0,0,0.06,0,0.06
"1118","Kec. Balong Bendo ","Sidoarjo","Jawa Timur",0,0,0.17,0,0.25
"1119","Kec. Geger ","Madiun","Jawa Tengah",0,0,0.2,0,0.5
"1120","Kec. Dolopo ","Madiun","Jawa Tengah",0,0,0.25,0,0.5
"1121","Kec. Dagangan ","Madiun","Jawa Tengah",0.07,0,0.2,0,0.33
"1122","Kec. Wungu ","Madiun","Jawa Tengah",0,0,0.25,0,0.5
"1123","Kec. Saradan ","Madiun","Jawa Tengah",0,0,0.25,0,0.5
"1124","Kec. Mejayan ","Madiun","Jawa Tengah",0.01,0,0.11,0,0.17
"1125","Kec. Madiun ","Madiun","Jawa Tengah",0,0,0.25,0,0.25
"1126","Kec. Jiwan ","Madiun","Jawa Tengah",0.68,1,1,1,0.33
"1127","Kec. Kuta Makmur ","Aceh Utara","Maluku",0.83,0.75,0,0.5,0
"1128","Kec. Syamtalira Bayu ","Aceh Utara","Maluku",0,0,0.25,0,1
"1129","Kec. Meurah Mulia ","Aceh Utara","Maluku",0.25,0,0.33,0.5,0.5
"1130","Kec. Matangkuli ","Aceh Utara","Maluku",0.53,0.75,0.67,0.25,0.33
"1131","Kec. Cot Girek ","Aceh Utara","Maluku",0.5,0.67,0,0,0
"1132","Kec. Tanah Jambo Aye ","Aceh Utara","Maluku",0.19,0.57,0.5,0.4,0.38
"1133","Kec. Seunuddon ","Aceh Utara","Maluku",0.39,0.75,0.67,0.5,0.25
"1134","Kec. Syamtalira Aron ","Aceh Utara","Maluku",0,0,0.25,0,0.5
"1135","Kec. Tanah Pasir ","Aceh Utara","Maluku",0,0,0.4,0,0.5
"1136","Kec. Langkahan ","Aceh Utara","Maluku",0.1,0,0,0,0
"1137","Kec. Baktiya Barat ","Aceh Utara","Maluku",0.04,0.33,0,0,0
"1138","Kec. Paya Bakong ","Aceh Utara","Maluku",0.19,0.33,0.33,0.33,0.5
"1139","Kec. Muara Batu ","Aceh Utara","Maluku",0.44,0.75,0.67,0.5,1
"1140","Kec. Dewantara ","Aceh Utara","Maluku",0.28,0.22,0,0.2,0
"1141","Kec. Lhoksukon ","Aceh Utara","Maluku",0.18,0.12,0.36,0.17,0.33
"1142","Kec. Nisam Antara ","Aceh Utara","Maluku",0,0,0.25,0,0.5
"1143","Kec. Trumon ","Aceh Selatan","Maluku",0.48,0.25,0,0.5,0
"1144","Kec. Bakongan ","Aceh Selatan","Maluku",1,1,1,1,0.09
"1145","Kec. Kluet Selatan ","Aceh Selatan","Maluku",0,0,0.25,0,0.5
"1146","Kec. Tapak Tuan ","Aceh Selatan","Maluku",0.28,0.38,0.38,0.33,0.75
"1147","Kec. Meukek ","Aceh Selatan","Maluku",0.16,0.5,0.4,0.25,1
"1148","Kec. Labuhan Haji ","Aceh Selatan","Maluku",0.18,0,0.09,0.33,0.25
"1149","Kec. Trumon Timur ","Aceh Selatan","Maluku",0,0,0.14,0,0.5
"1150","Kec. Bakongan Timur ","Aceh Selatan","Maluku",1,1,0,1,0
"1151","Kec. Kluet Tengah ","Aceh Selatan","Maluku",1,1,0,1,0
"1152","Kec. Labuhan Haji Timur ","Aceh Selatan","Maluku",0.43,0,0,0.5,0
"1153","Kec. ","Aceh Selatan","Maluku",0.38,1,1,0,0.5
"1154","Kec. Lawe Alas ","Aceh Tenggara","Maluku",0.04,0,0,0,0
"1155","Kec. Babussalam ","Aceh Tenggara","Maluku",0.74,0.6,0.6,0.5,0.5
"1156","Kec. Badar ","Aceh Tenggara","Maluku",0.34,0.5,0,0.5,0
"1157","Kec. Babul Makmur ","Aceh Tenggara","Maluku",0.41,0.67,0.75,0.67,0.75
"1158","Kec. Bukit Tusam ","Aceh Tenggara","Maluku",0.11,0,0,0,0
"1159","Kec. Tanoh Alas ","Aceh Tenggara","Maluku",1,1,0,1,0
"1160","Kec. Lueser ","Aceh Tenggara","Maluku",0.25,0,0,1,0
"1161","Kec. Simpang Kiri ","Subulussalam","Nanggroe Aceh Darussalam (NAD)",0.49,0.29,0.5,0.5,0.5
"1162","Kec. Rundeng ","Subulussalam","Nanggroe Aceh Darussalam (NAD)",0.16,0,0,0,0
"1163","Kec. Longkib ","Subulussalam","Nanggroe Aceh Darussalam (NAD)",0.15,0,0,0,0
"1164","Kec. Lhoong ","Aceh Besar","Maluku",0.5,0.75,0,1,0
"1165","Kec. Lhoknga ","Aceh Besar","Maluku",0,0,0.25,0,0.5
"1166","Kec. Indrapuri ","Aceh Besar","Maluku",0,0,0.18,0,0.33
"1167","Kec. Seulimeum ","Aceh Besar","Maluku",0.07,0,0.1,0,0.25
"1168","Kec. Darussalam ","Aceh Besar","Maluku",0,0,0.5,0,0.5
"1169","Kec. Kuta Baro ","Aceh Besar","Maluku",0,0.31,0,0,0
"1170","Kec. Montasik ","Aceh Besar","Maluku",0.19,0.33,0.33,0.33,0.5
"1171","Kec. Ingin Jaya ","Aceh Besar","Maluku",0,0,0.12,0,0.08
"1172","Kec. Suka Makmur ","Aceh Besar","Maluku",0.95,1,0,0,0
"1173","Kec. Darul Imarah ","Aceh Besar","Maluku",0,0,0.12,0,0.1
"1174","Kec. Pulo Aceh ","Aceh Besar","Maluku",0,0.75,0,0,0
"1175","Kec. Baitussalam ","Aceh Besar","Maluku",0.64,0.5,0.67,1,1
"1176","Kec. Krung Barona Jaya ","Aceh Besar","Maluku",0,0,0.25,0,0.5
"1177","Kec. Kuta Cot Glie ","Aceh Besar","Maluku",1,0.33,0.5,1,1
"1178","Kec. Birem Bayeun ","Aceh Timur","Maluku",0.12,0,0,0,0
"1179","Kec. Rantau Selamat ","Aceh Timur","Maluku",0,0,0.2,0,0.5
"1180","Kec. Peureulak ","Aceh Timur","Maluku",0.9,0.75,0,0.5,0
"1181","Kec. Ranto Peureulak ","Aceh Timur","Maluku",0.9,1,1,1,1
"1182","Kec. Idi Rayeuk ","Aceh Timur","Maluku",0.09,0,0.08,0,0.5
"1183","Kec. Darul Aman ","Aceh Timur","Maluku",0.33,1,0,0,0
"1184","Kec. Pante Beudari ","Aceh Timur","Maluku",0.93,1,1,1,1
"1185","Kec. Simpang Ulim ","Aceh Timur","Maluku",0,0,0.25,0,0.5
"1186","Kec. Banda Alam ","Aceh Timur","Maluku",0.64,0,0,0,0
"1187","Kec. Idi Tunong ","Aceh Timur","Maluku",1,1,0,1,0
"1188","Kec. Indra Makmur ","Aceh Timur","Maluku",1,1,0,1,0
"1189","Kec. Peunaron ","Aceh Timur","Maluku",0,0,0.25,0,0.5
"1190","Kec. Samalanga ","Bireuen","Maluku Utara",0.2,0,0.25,0.2,0.5
"1191","Kec. Jeunib ","Bireuen","Maluku Utara",0.5,0.67,0.33,0.5,1
"1192","Kec. Peusangan ","Bireuen","Maluku Utara",0.32,0.11,0.11,0.5,0.25
"1193","Kec. Makmur ","Bireuen","Maluku Utara",0.71,0.5,0,0.5,0
"1194","Kec. Simpang Mamplam ","Bireuen","Maluku Utara",0.08,0,0,0,0
"1195","Kec. ","Bireuen","Maluku Utara",0.31,0.33,0.25,0.33,0.5
"1196","Kec. Kuala ","Bireuen","Maluku Utara",1,1,0,1,0
"1197","Kec. Kuta Blang ","Bireuen","Maluku Utara",0.67,0,0,0.5,0
"1198","Kec. Geumpang ","Pidie","Maluku Utara",1,1,0,1,0
"1199","Kec. Glumpang Tiga ","Pidie","Maluku Utara",0,0,0.17,0,0.25
"1200","Kec. Tangse ","Pidie","Maluku Utara",1,1,0,1,0
"1201","Kec. Padang Tiji ","Pidie","Maluku Utara",0,0,0.2,0,0.5
"1202","Kec. Indrajaya ","Pidie","Maluku Utara",0,0,0.1,0,0.25
"1203","Kec. ","Pidie","Maluku Utara",0.34,0.22,0.12,0.25,0.25
"1204","Kec. Pidie ","Pidie","Maluku Utara",0.24,0,0.12,0,0.12
"1205","Kec. Grong-Grong ","Pidie","Maluku Utara",0.06,0,0.33,0,0.5
"1206","Kec. Glumpang Baro ","Pidie","Maluku Utara",0.58,0.33,0,0.5,0
"1207","Kec. Pegasing ","Aceh Tengah","Maluku",0.51,0.43,0,0.5,0
"1208","Kec. Bebesen ","Aceh Tengah","Maluku",0.14,0.33,0,0,0
"1209","Kec. Silih Nara ","Aceh Tengah","Maluku",1,1,0,1,0
"1210","Kec. Kute Panang ","Aceh Tengah","Maluku",0.12,1,0,1,0
"1211","Kec. Ketol ","Aceh Tengah","Maluku",1,0.5,0,1,0
"1212","Kec. Celala ","Aceh Tengah","Maluku",1,0.67,0,1,0
"1213","Kec. Kebayakan ","Aceh Tengah","Maluku",0.2,0.17,0.29,0.33,0.5
"1214","Kec. Bies ","Aceh Tengah","Maluku",0,1,0,0,0
"1215","Kec. Rusip Antara ","Aceh Tengah","Maluku",0.35,0,0,0.25,0
"1216","Kec. Timang Gajah ","Bener Meriah","Maluku Utara",0,0,0.14,0,0.5
"1217","Kec. Bukit ","Bener Meriah","Maluku Utara",0,0.2,0,0,0
"1218","Kec. Bandar ","Bener Meriah","Maluku Utara",0.07,0,0.12,0,0.17
"1219","Kec. Permata ","Bener Meriah","Maluku Utara",0.07,0,0,0,0
"1220","Kec. Teunom ","Aceh Jaya","Maluku",1,0.67,0,1,0
"1221","Kec. Krueng Sabee ","Aceh Jaya","Maluku",0,0,0.2,0,0.5
"1222","Kec. Setia Bakti ","Aceh Jaya","Maluku",0.33,0,0.25,0.4,1
"1223","Kec. Sampoiniet ","Aceh Jaya","Maluku",0,0,0.1,0,0.5
"1224","Kec. Jaya ","Aceh Jaya","Maluku",0.16,0.2,0,0.25,0
"1225","Kec. Manggeng ","Aceh Barat Daya","Maluku",0,0,0.33,0,0.5
"1226","Kec. Tangan-Tangan ","Aceh Barat Daya","Maluku",0.71,0,0,0,0
"1227","Kec. Blangpidie ","Aceh Barat Daya","Maluku",0,0,0.25,0,0.5
"1228","Kec. Susoh ","Aceh Barat Daya","Maluku",0.41,0.42,0,0.5,0
"1229","Kec. Kuala Batee ","Aceh Barat Daya","Maluku",0.39,0.14,0,0.5,0
"1230","Kec. Lembah Sabil ","Aceh Barat Daya","Maluku",0.47,0.5,0,0.33,0
"1231","Kec. Rikit Gaib ","Gayo Lues","Maluku Utara",1,1,0,1,0
"1232","Kec. Terangun ","Gayo Lues","Maluku Utara",0.14,0,0,0,0
"1233","Kec. Putri Betung ","Gayo Lues","Maluku Utara",0,1,0,0,0
"1234","Kec. Blang Pegayon ","Gayo Lues","Maluku Utara",0,0,0.11,0,0.5
"1235","Kec. Tripe Jaya ","Gayo Lues","Maluku Utara",1,1,0,1,0
"1236","Kec. Simpang Kanan ","Aceh Singkil","Maluku",0.06,0,0,0,0
"1237","Kec. Gunung Mariah ","Aceh Singkil","Maluku",0.28,0.67,0,0.75,0
"1238","Kec. Danau Paris ","Aceh Singkil","Maluku",0.4,0,0,0,0
"1239","Kec. Singkohor ","Aceh Singkil","Maluku",1,1,0,1,0
"1240","Kec. Tamiang Hulu ","Aceh Tamiang","Maluku",0,0,0.17,0,0.5
"1241","Kec. Kejuruan Muda ","Aceh Tamiang","Maluku",0.07,0.29,0,0.22,0
"1242","Kec. Kualasimpang ","Aceh Tamiang","Maluku",0,0,0.5,0,0.5
"1243","Kec. Seruway ","Aceh Tamiang","Maluku",0,0,0.14,0,0.25
"1244","Kec. Bendahara ","Aceh Tamiang","Maluku",0.58,1,1,1,1
"1245","Kec. Manyak Payed ","Aceh Tamiang","Maluku",0,0.12,0.22,0.25,0.5
"1246","Kec. Tenggulun ","Aceh Tamiang","Maluku",0.04,0,0,0,0
"1247","Kec. Darul Makmur ","Nagan Raya","Maluku Utara",0.13,0.27,0.27,0,0.3
"1248","Kec. Kuala ","Nagan Raya","Maluku Utara",0.03,0,0.14,0,0.25
"1249","Kec. Seunagan ","Nagan Raya","Maluku Utara",0.34,0.5,0.57,0,0.8
"1250","Kec. Kuala Pesisir ","Nagan Raya","Maluku Utara",0,0,0.5,0,0.5
"1251","Kec. Tripa Makmur ","Nagan Raya","Maluku Utara",1,1,0,1,0
"1252","Kec. Teupah Selatan ","Simeulue","Maluku Utara",0.08,0.29,0.17,0.25,0.5
"1253","Kec. Simeulue Timur ","Simeulue","Maluku Utara",0.71,0.75,0.5,0.5,0.5
"1254","Kec. Simeulue Tengah ","Simeulue","Maluku Utara",0.53,0.5,0,0.33,0
"1255","Kec. Simeulue Barat ","Simeulue","Maluku Utara",0.03,0,0,0,0
"1256","Kec. Teupah Barat ","Simeulue","Maluku Utara",0.15,0.5,0,0.33,0
"1257","Kec. Teluk Dalam ","Simeulue","Maluku Utara",0,0,0.2,0,0.5
"1258","Kec. Alafan ","Simeulue","Maluku Utara",0.45,0.8,0,0,0
"1259","Kec. Johan Pahlawan ","Aceh Barat","Maluku",0.18,0.24,0.24,0.33,0.5
"1260","Kec. Bubon ","Aceh Barat","Maluku",0.22,0,0,0,0
"1261","Kec. Meureubo ","Aceh Barat","Maluku",0.11,0.2,0.33,0,1
"1262","Kec. Pantee Ceureumen ","Aceh Barat","Maluku",1,1,0,1,0
"1263","Kec. Meureudu ","Pidie Jaya","Maluku Utara",0.26,0.5,0.4,0.33,0.67
"1264","Kec. Ulim ","Pidie Jaya","Maluku Utara",0.12,0,0,0,0
"1265","Kec. Bandar Dua ","Pidie Jaya","Maluku Utara",0.1,0,0,0,0
"1266","Kec. Bandar Baru ","Pidie Jaya","Maluku Utara",0,0,0.14,0.25,0.5
"1267","Kec. Panteraja ","Pidie Jaya","Maluku Utara",0.77,1,1,0.5,1
"1268","Kec. Sukajaya ","Sabang","Maluku Utara",0,0,0.17,0,0.5
"1269","Kec. Sukakarya ","Sabang","Maluku Utara",0.05,0,0.25,0,0.25
"1270","Kec. Meuraxa ","Banda Aceh","Maluku Utara",0.21,0.33,0.5,0.33,0.67
"1271","Kec. Baiturrahman ","Banda Aceh","Maluku Utara",0.1,0.27,0.27,0.2,0.21
"1272","Kec. Kuta Alam ","Banda Aceh","Maluku Utara",0.36,0.36,0.36,0.5,0.56
"1273","Kec. Kuta Raja ","Banda Aceh","Maluku Utara",0.94,1,1,1,0.5
"1274","Kec. Ulee Kareng ","Banda Aceh","Maluku Utara",0.64,1,0,0,0
"1275","Kec. Banda Raya ","Banda Aceh","Maluku Utara",0.03,0.21,0,0,0
"1276","Kec. Blang Mangat ","Lhokseumawe","Maluku Utara",0,0,0.17,0,0.25
"1277","Kec. Muara Dua ","Lhokseumawe","Maluku Utara",0.21,0.43,0.33,0.33,0.5
"1278","Kec. Banda Sakti ","Lhokseumawe","Maluku Utara",0.45,0.4,0.25,0.5,0.33
"1279","Kec. Muara Satu ","Lhokseumawe","Maluku Utara",0.4,0,0.17,0,0.33
"1280","Kec. Langsa Timur ","Langsa","0",0.56,0,0,0,0
"1281","Kec. Langsa Barat ","Langsa","0",0,0,0.25,0,0.5
"1282","Kec. Langsa ","Langsa","0",0.55,0,0.25,0.33,0.2
"1283","Kec. Langsa Baro ","Langsa","0",0.05,0.12,0,0.25,0
"1284","Kec. Sibolangit ","Deli Serdang","Sumatera Barat",0,0,0.14,0,0.25
"1285","Kec. KutaIimbaru ","Deli Serdang","Sumatera Barat",0.08,0,0.12,0,0.17
"1286","Kec. Pancur Batu ","Deli Serdang","Sumatera Barat",0,0,0.05,0,0.08
"1287","Kec. Namo Rambe ","Deli Serdang","Sumatera Barat",0,0,0.08,0,0.1
"1288","Kec. Bangun Purba ","Deli Serdang","Sumatera Barat",0,0,0.22,0,0.5
"1289","Kec. Galang ","Deli Serdang","Sumatera Barat",0,0,0.14,0,0.17
"1290","Kec. Tanjung Morawa ","Deli Serdang","Sumatera Barat",0.06,0.05,0.05,0.15,0.07
"1291","Kec. Patumbak ","Deli Serdang","Sumatera Barat",0,0,0.25,0,0.25
"1292","Kec. Deli Tua ","Deli Serdang","Sumatera Barat",0.18,0.2,0.2,0.25,0.33
"1293","Kec. Sunggal ","Deli Serdang","Sumatera Barat",0.08,0.04,0.1,0.08,0.18
"1294","Kec. Hamparan Perak ","Deli Serdang","Sumatera Barat",0.04,0,0.2,0,0.25
"1295","Kec. Percut Sei Tuan ","Deli Serdang","Sumatera Barat",0.06,0.17,0.12,0.08,0.11
"1296","Kec. Batang Kuis ","Deli Serdang","Sumatera Barat",0.2,0,0.14,0.25,0.25
"1297","Kec. Pantai Labu ","Deli Serdang","Sumatera Barat",0.33,0,0,0.2,0
"1298","Kec. Beringin ","Deli Serdang","Sumatera Barat",0,0,0.11,0,0.14
"1299","Kec. Lubuk Pakam ","Deli Serdang","Sumatera Barat",0.06,0,0.14,0.08,0.29
"1300","Kec. Stm Hilir ","Deli Serdang","Sumatera Barat",0.38,0,0,0,0
"1301","Kec. Bilah Barat ","Labuhan Batu","0",0,0,0.14,0,0.5
"1302","Kec. Bilah Hilir ","Labuhan Batu","0",0.56,0.6,0.5,0.33,1
"1303","Kec. Panai Hulu ","Labuhan Batu","0",0,0,0.2,0,0.25
"1304","Kec. Panai Tengah ","Labuhan Batu","0",0,0.25,0.25,0,0.5
"1305","Kec. Panai Hilir ","Labuhan Batu","0",0.25,0,0,0.5,0
"1306","Kec. Rantau Utara ","Labuhan Batu","0",0.15,0.11,0.14,0.18,0.25
"1307","Kec. Adian Koting ","Tapanuli Utara","Sumatera Selatan",0,0,0.33,0,0.5
"1308","Kec. Sipoholon ","Tapanuli Utara","Sumatera Selatan",0.05,0,0,0,0
"1309","Kec. Tarutung ","Tapanuli Utara","Sumatera Selatan",0.18,0,0,0.14,0
"1310","Kec. Pangaribuan ","Tapanuli Utara","Sumatera Selatan",0,0,0.33,0,0.5
"1311","Kec. Siborongborong ","Tapanuli Utara","Sumatera Selatan",0.23,0.09,0,0,0
"1312","Kec. Sibabangun ","Tapanuli Tengah","Sumatera Selatan",0,0,0.5,0,0.5
"1313","Kec. Pandan ","Tapanuli Tengah","Sumatera Selatan",0.15,0.33,0.25,0.33,0.33
"1314","Kec. Kolang ","Tapanuli Tengah","Sumatera Selatan",0,0,0.5,0,0.5
"1315","Kec. Manduamas ","Tapanuli Tengah","Sumatera Selatan",0.6,1,0,0.5,0
"1316","Kec. Sorkam Barat ","Tapanuli Tengah","Sumatera Selatan",0,0,0.33,0,0.5
"1317","Kec. Andam Dewi ","Tapanuli Tengah","Sumatera Selatan",0,0.5,0,0,0
"1318","Kec. Sitahuis ","Tapanuli Tengah","Sumatera Selatan",1,0.5,0,0,0
"1319","Kec. Tukka ","Tapanuli Tengah","Sumatera Selatan",0.24,0.4,0,0.5,0
"1320","Kec. Pasaribu Tobing ","Tapanuli Tengah","Sumatera Selatan",0.89,0.5,0,1,0
"1321","Kec. Pakkat ","Humbang Hasudutan","0",0.36,0.5,0,0.5,0
"1322","Kec. Onan Ganjang ","Humbang Hasudutan","0",0,0,0.5,0,0.5
"1323","Kec. Lintong Nihuta ","Humbang Hasudutan","0",0.17,0,0,0,0
"1324","Kec. Dolok Sanggul ","Humbang Hasudutan","0",0,0,0.2,0,0.5
"1325","Kec. Paranginan ","Humbang Hasudutan","0",1,1,0,1,0
"1326","Kec. Mardingding ","Karo","Sumatera Barat",0.08,0,0.33,0,0.25
"1327","Kec. Berastagi ","Karo","Sumatera Barat",0.48,0.57,0.4,0.5,0.33
"1328","Kec. Merek ","Karo","Sumatera Barat",1,0,0.2,0,0.5
"1329","Kec. Silimakuta ","Simalungun","Sumatera Selatan",0.51,0.43,0.33,0.67,1
